generation	population_size	num_mutations	nucleotide_diversity	theta_watterson	beneficial_freq
1307	10000	2	4e-06	0.000204	1.0
1308	10000	2	6e-06	0.000204	1.0
1309	10000	1	7e-06	0.000102	1.0
1310	10000	1	7e-06	0.000102	1.0
1311	10000	1	5e-06	0.000102	1.0
1312	10000	1	5e-06	0.000102	1.0
1313	10000	1	4e-06	0.000102	1.0
1314	10000	1	5e-06	0.000102	1.0
1315	10000	2	5e-06	0.000204	1.0
1316	10000	1	4e-06	0.000102	1.0
1317	10000	1	5e-06	0.000102	1.0
1318	10000	2	6e-06	0.000204	1.0
1319	10000	1	5e-06	0.000102	1.0
1320	10000	1	5e-06	0.000102	1.0
1321	10000	1	5e-06	0.000102	1.0
1322	10000	1	4e-06	0.000102	1.0
1323	10000	1	4e-06	0.000102	1.0
1324	10000	1	4e-06	0.000102	1.0
1325	10000	1	4e-06	0.000102	1.0
1326	10000	1	5e-06	0.000102	1.0
1327	10000	1	7e-06	0.000102	1.0
1328	10000	1	7e-06	0.000102	1.0
1329	10000	1	8e-06	0.000102	1.0
1330	10000	1	9e-06	0.000102	1.0
1331	10000	1	7e-06	0.000102	1.0
1332	10000	1	6e-06	0.000102	1.0
1333	10000	1	6e-06	0.000102	1.0
1334	10000	2	7e-06	0.000204	1.0
1335	10000	2	6e-06	0.000204	1.0
1336	10000	2	6e-06	0.000204	1.0
1337	10000	2	6e-06	0.000204	1.0
1338	10000	2	5e-06	0.000204	1.0
1339	10000	2	5e-06	0.000204	1.0
1340	10000	2	4e-06	0.000204	1.0
1341	10000	2	2e-06	0.000204	1.0
1342	10000	1	2e-06	0.000102	1.0
1343	10000	1	1e-06	0.000102	1.0
1344	10000	1	1e-06	0.000102	1.0
1345	10000	1	1e-06	0.000102	1.0
1346	10000	2	1e-06	0.000204	1.0
1347	10000	1	2e-06	0.000102	1.0
1348	10000	1	2e-06	0.000102	1.0
1349	10000	1	1e-06	0.000102	1.0
1350	10000	1	1e-06	0.000102	1.0
1351	10000	1	0.0	0.000102	1.0
1352	10000	0	0.0	0.0	1.0
1353	10000	0	0.0	0.0	1.0
1354	10000	0	0.0	0.0	1.0
1355	10000	0	0.0	0.0	1.0
1356	10000	0	0.0	0.0	1.0
1357	10000	0	0.0	0.0	1.0
1358	10000	0	0.0	0.0	1.0
1359	10000	0	0.0	0.0	1.0
1360	10000	0	0.0	0.0	1.0
1361	10000	0	0.0	0.0	1.0
1362	10000	0	0.0	0.0	1.0
1363	10000	0	0.0	0.0	1.0
1364	10000	0	0.0	0.0	1.0
1365	10000	0	0.0	0.0	1.0
1366	10000	0	0.0	0.0	1.0
1367	10000	1	0.0	0.000102	1.0
1368	10000	0	0.0	0.0	1.0
1369	10000	0	0.0	0.0	1.0
1370	10000	1	0.0	0.000102	1.0
1371	10000	0	0.0	0.0	1.0
1372	10000	0	0.0	0.0	1.0
1373	10000	0	0.0	0.0	1.0
1374	10000	0	0.0	0.0	1.0
1375	10000	0	0.0	0.0	1.0
1376	10000	0	0.0	0.0	1.0
1377	10000	0	0.0	0.0	1.0
1378	10000	0	0.0	0.0	1.0
1379	10000	0	0.0	0.0	1.0
1380	10000	1	0.0	0.000102	1.0
1381	10000	0	0.0	0.0	1.0
1382	10000	0	0.0	0.0	1.0
1383	10000	0	0.0	0.0	1.0
1384	10000	0	0.0	0.0	1.0
1385	10000	0	0.0	0.0	1.0
1386	10000	0	0.0	0.0	1.0
1387	10000	0	0.0	0.0	1.0
1388	10000	0	0.0	0.0	1.0
1389	10000	0	0.0	0.0	1.0
1390	10000	1	0.0	0.000102	1.0
1391	10000	1	0.0	0.000102	1.0
1392	10000	0	0.0	0.0	1.0
1393	10000	0	0.0	0.0	1.0
1394	10000	0	0.0	0.0	1.0
1395	10000	0	0.0	0.0	1.0
1396	10000	0	0.0	0.0	1.0
1397	10000	0	0.0	0.0	1.0
1398	10000	0	0.0	0.0	1.0
1399	10000	0	0.0	0.0	1.0
1400	10000	0	0.0	0.0	1.0
1401	10000	0	0.0	0.0	1.0
1402	10000	0	0.0	0.0	1.0
1403	10000	0	0.0	0.0	1.0
1404	10000	0	0.0	0.0	1.0
1405	10000	0	0.0	0.0	1.0
1406	10000	0	0.0	0.0	1.0
1407	10000	0	0.0	0.0	1.0
1408	10000	0	0.0	0.0	1.0
1409	10000	0	0.0	0.0	1.0
1410	10000	0	0.0	0.0	1.0
1411	10000	0	0.0	0.0	1.0
1412	10000	0	0.0	0.0	1.0
1413	10000	0	0.0	0.0	1.0
1414	10000	0	0.0	0.0	1.0
1415	10000	0	0.0	0.0	1.0
1416	10000	0	0.0	0.0	1.0
1417	10000	0	0.0	0.0	1.0
1418	10000	0	0.0	0.0	1.0
1419	10000	0	0.0	0.0	1.0
1420	10000	0	0.0	0.0	1.0
1421	10000	0	0.0	0.0	1.0
1422	10000	0	0.0	0.0	1.0
1423	10000	0	0.0	0.0	1.0
1424	10000	0	0.0	0.0	1.0
1425	10000	0	0.0	0.0	1.0
1426	10000	0	0.0	0.0	1.0
1427	10000	0	0.0	0.0	1.0
1428	10000	1	0.0	0.000102	1.0
1429	10000	1	0.0	0.000102	1.0
1430	10000	1	0.0	0.000102	1.0
1431	10000	3	1e-06	0.000307	1.0
1432	10000	2	1e-06	0.000204	1.0
1433	10000	2	1e-06	0.000204	1.0
1434	10000	2	1e-06	0.000204	1.0
1435	10000	2	1e-06	0.000204	1.0
1436	10000	1	0.0	0.000102	1.0
1437	10000	0	0.0	0.0	1.0
1438	10000	0	0.0	0.0	1.0
1439	10000	0	0.0	0.0	1.0
1440	10000	0	0.0	0.0	1.0
1441	10000	0	0.0	0.0	1.0
1442	10000	0	0.0	0.0	1.0
1443	10000	0	0.0	0.0	1.0
1444	10000	0	0.0	0.0	1.0
1445	10000	0	0.0	0.0	1.0
1446	10000	0	0.0	0.0	1.0
1447	10000	0	0.0	0.0	1.0
1448	10000	0	0.0	0.0	1.0
1449	10000	0	0.0	0.0	1.0
1450	10000	0	0.0	0.0	1.0
1451	10000	0	0.0	0.0	1.0
1452	10000	0	0.0	0.0	1.0
1453	10000	0	0.0	0.0	1.0
1454	10000	0	0.0	0.0	1.0
1455	10000	1	0.0	0.000102	1.0
1456	10000	1	0.0	0.000102	1.0
1457	10000	1	1e-06	0.000102	1.0
1458	10000	1	0.0	0.000102	1.0
1459	10000	1	0.0	0.000102	1.0
1460	10000	1	0.0	0.000102	1.0
1461	10000	1	0.0	0.000102	1.0
1462	10000	1	1e-06	0.000102	1.0
1463	10000	1	1e-06	0.000102	1.0
1464	10000	2	1e-06	0.000204	1.0
1465	10000	2	1e-06	0.000204	1.0
1466	10000	1	1e-06	0.000102	1.0
1467	10000	1	0.0	0.000102	1.0
1468	10000	0	0.0	0.0	1.0
1469	10000	0	0.0	0.0	1.0
1470	10000	0	0.0	0.0	1.0
1471	10000	0	0.0	0.0	1.0
1472	10000	0	0.0	0.0	1.0
1473	10000	0	0.0	0.0	1.0
1474	10000	0	0.0	0.0	1.0
1475	10000	0	0.0	0.0	1.0
1476	10000	0	0.0	0.0	1.0
1477	10000	0	0.0	0.0	1.0
1478	10000	0	0.0	0.0	1.0
1479	10000	0	0.0	0.0	1.0
1480	10000	0	0.0	0.0	1.0
1481	10000	0	0.0	0.0	1.0
1482	10000	0	0.0	0.0	1.0
1483	10000	1	0.0	0.000102	1.0
1484	10000	1	0.0	0.000102	1.0
1485	10000	1	0.0	0.000102	1.0
1486	10000	1	0.0	0.000102	1.0
1487	10000	1	0.0	0.000102	1.0
1488	10000	0	0.0	0.0	1.0
1489	10000	0	0.0	0.0	1.0
1490	10000	0	0.0	0.0	1.0
1491	10000	0	0.0	0.0	1.0
1492	10000	0	0.0	0.0	1.0
1493	10000	1	0.0	0.000102	1.0
1494	10000	0	0.0	0.0	1.0
1495	10000	0	0.0	0.0	1.0
1496	10000	0	0.0	0.0	1.0
1497	10000	0	0.0	0.0	1.0
1498	10000	0	0.0	0.0	1.0
1499	10000	0	0.0	0.0	1.0
